,Customer ID,x,y,Unnamed: 0,Probability of Churn,Churn Class,CLTV,Recency,Frequency,Monetary,Geography
288,17744,0.37482435,20.580042,1779,0.1997,Low,320.61835,58,76,1605.5,United Kingdom
289,17754,0.5990605,12.474395,1544,0.1194,Low,356.411388,68,167,2985.02,United Kingdom
290,17757,1.6380873,-16.926424,3549,0.029,Low,176.0532,11,853,6070.8,United Kingdom
291,17758,-12.575833,3.599176,4018,0.0538,Low,140.453508,16,255,2610.66,United Kingdom
292,17768,-4.053094,10.62657,766,0.4389,Low,540.452682,195,86,1231.38,United Kingdom
293,17769,-1.3614521,-13.23857,1471,0.0942,Low,367.760568,86,396,3904.04,United Kingdom
294,17774,2.275877,12.683166,2440,0.0967,Low,258.429783,57,318,2672.49,United Kingdom
295,17787,23.72166,17.920435,556,0.2646,Low,639.55143,113,147,2417.05,United Kingdom
296,17790,30.416805,11.604973,3456,0.116,Low,183.20692,6,175,1579.37,United Kingdom
297,17799,-14.866081,4.487298,1443,0.0831,Low,372.141744,50,695,4478.24,United Kingdom
298,17802,-9.203541,4.8713245,353,0.2281,Low,802.77514,180,421,3519.4,United Kingdom
299,17809,1.7377224,-13.7776165,620,0.072,Low,603.05256,26,71,8375.73,United Kingdom
300,17811,-9.598395,8.604476,3864,0.0273,Low,152.69163,8,700,5593.1,United Kingdom
301,17819,3.5470388,-4.2123823,1821,0.0551,Low,315.881137,3,94,5732.87,United Kingdom
302,17829,19.20828,15.657102,130,0.3361,Low,1516.019382,106,169,4510.62,United Arab Emirates
303,17838,21.042992,18.556128,1295,0.0705,Low,395.825775,100,266,5614.55,United Kingdom
304,17841,0.9387995,13.202212,170,0.0299,Low,1203.968948,0,7171,40266.52,United Kingdom
305,17848,22.952806,-4.4935055,690,0.1859,Low,573.560988,57,138,3085.32,United Kingdom
306,17850,7.3797827,11.643714,0,0.7349,Medium,39291.30357,110,2738,53464.83,United Kingdom
307,17857,-24.05785,-2.6787062,309,0.0833,Low,875.861182,15,25,10514.54,United Kingdom
308,17858,25.785725,11.294584,366,0.0768,Low,783.497472,69,242,10201.79,United Kingdom
309,17861,-24.885376,0.35248357,2031,0.0849,Low,293.488263,61,391,3456.87,United Kingdom
310,17863,-26.210884,-2.377808,1413,0.095,Low,375.9245,63,194,3957.1,United Kingdom
311,17865,12.929323,20.749725,590,0.0317,Low,618.365243,5,846,19506.79,United Kingdom
312,17870,2.173585,-23.3834,560,0.4132,Low,636.41064,175,4,1540.2,United Kingdom
313,17873,22.86862,19.98288,1453,0.067,Low,370.63596,48,171,5531.88,United Kingdom
314,17876,-20.659145,-1.2285488,101,0.5091,Low,1743.168582,208,4,3424.02,United Kingdom
315,17884,-22.052958,6.989905,587,0.2135,Low,619.87163,120,462,2903.38,United Kingdom
316,17897,-9.375636,10.915792,858,0.215,Low,506.36155,175,303,2355.17,United Kingdom
317,17905,2.7855568,17.490278,759,0.277,Low,542.26351,160,165,1957.63,United Kingdom
318,17913,7.0236754,0.6028555,498,0.2126,Low,678.287544,164,438,3190.44,United Kingdom
319,17920,-13.487256,4.685156,675,0.0273,Low,577.37589,8,1224,21149.3,United Kingdom
320,17924,-11.086958,-21.586374,715,0.5573,Low,561.451885,106,13,1007.45,United Kingdom
321,17929,28.878143,3.42967,454,0.2631,Low,703.55571,62,13,2674.1,United Kingdom
322,17930,-7.307578,-15.002308,943,0.1659,Low,479.955336,47,56,2893.04,United Kingdom
323,17931,4.2130084,12.8239975,2072,0.0914,Low,290.06247,63,344,3173.55,United Kingdom
324,17937,-22.155968,-1.0628374,317,0.2591,Low,862.150068,66,29,3327.48,United Kingdom
325,17940,-12.394843,13.289585,73,0.0783,Low,2179.204884,26,27,27831.48,United Kingdom
326,17949,10.029827,-19.906364,44,0.0528,Low,2937.059136,0,110,55626.12,United Kingdom
327,17954,-15.096738,3.9544444,3349,0.0715,Low,190.847085,35,524,2669.19,United Kingdom
328,17961,-4.2258506,14.295919,3778,0.0629,Low,159.966651,4,570,2543.19,United Kingdom
329,17965,6.8669086,1.8418936,1905,0.0539,Low,306.914146,61,676,5694.14,United Kingdom
330,17975,22.917383,17.17299,3700,0.0317,Low,164.635218,0,325,5193.54,United Kingdom
331,18008,14.454192,7.6140165,190,0.0633,Low,1117.419075,11,93,17652.75,United Kingdom
332,18041,-10.320376,8.625355,2835,0.0321,Low,228.464367,21,742,7117.27,United Kingdom
333,18044,26.457884,-5.08886,2675,0.1046,Low,240.603012,6,136,2300.22,United Kingdom
334,18052,33.336647,-0.61490893,10,0.8159,High,8874.691162,373,16,10877.18,United Kingdom
335,18055,13.837649,1.2015657,1837,0.0419,Low,314.198044,12,369,7498.76,United Kingdom
336,18061,24.799982,-0.70551413,2327,0.0483,Low,268.146144,15,108,5551.68,United Kingdom
337,18064,-0.20588544,1.7758746,772,0.1334,Low,538.293012,43,64,4035.18,United Kingdom
338,18065,19.261501,8.427946,1393,0.0922,Low,377.842976,28,234,4098.08,United Kingdom
339,18069,-0.0897871,11.375207,2519,0.0809,Low,252.859422,43,706,3125.58,United Kingdom
340,18073,23.491577,-6.7025347,4487,0.4017,Low,96.841836,4,5,241.08,United Kingdom
341,18075,30.763763,9.374161,3179,0.0522,Low,204.206922,12,260,3912.01,United Kingdom
342,18077,-7.485232,-19.881935,3074,0.0819,Low,211.705767,35,233,2584.93,United Kingdom
343,18079,-19.962158,-4.786885,1630,0.1545,Low,340.457745,46,42,2203.61,United Kingdom
344,18087,4.824779,3.3134189,87,0.1437,Low,1910.431146,99,83,13294.58,United Kingdom
345,18092,25.216013,-7.5849576,374,0.07,Low,777.2569,35,89,11103.67,United Kingdom
346,18093,-1.030145,-22.70962,528,0.1905,Low,655.436205,102,50,3440.61,United Kingdom
347,18094,19.961315,19.55925,1814,0.0623,Low,316.640996,27,99,5082.52,United Kingdom
348,18097,17.962002,3.6265175,1908,0.0896,Low,306.062848,13,108,3415.88,United Kingdom
349,18102,6.8690557,8.872727,6,0.0279,Low,11417.45395,15,707,409227.74,United Kingdom
350,18109,25.122952,7.9653625,1715,0.0797,Low,330.210649,2,416,4143.17,United Kingdom
351,18118,-4.182212,7.825423,3167,0.0488,Low,204.849224,14,1010,4197.73,United Kingdom
352,18144,32.09217,3.4630742,1259,0.1141,Low,402.78441,20,68,3530.1,United Kingdom
353,18145,-14.406844,-7.021579,3173,0.0561,Low,204.502452,13,250,3645.32,United Kingdom
354,18168,8.675501,18.692238,3490,0.0515,Low,180.73513,12,415,3509.42,United Kingdom
355,18170,28.642027,10.307266,2363,0.1329,Low,264.929505,25,95,1993.45,United Kingdom
356,18172,1.8902267,-14.253519,930,0.0413,Low,484.579921,19,379,11733.17,United Kingdom
357,18173,33.474342,6.4281373,2423,0.1121,Low,259.888156,7,39,2318.36,United Kingdom
358,18178,-10.327202,-0.14426476,3243,0.0366,Low,199.456092,28,319,5449.62,United Kingdom
359,18179,-8.506954,-8.433163,2046,0.1575,Low,292.56255,60,73,1857.54,United Kingdom
360,18188,3.493492,-13.336248,1122,0.2581,Low,436.52453,98,79,1691.3,United Kingdom
361,18194,15.152433,20.0518,126,0.5597,Low,1524.17504,246,19,2723.2,United Kingdom
362,18198,7.0998554,-3.2593818,1824,0.1006,Low,315.789436,11,87,3139.06,United Kingdom
363,18210,-2.534215,-12.967671,3573,0.6003,Medium,173.996955,75,15,289.85,United Kingdom
364,18219,27.94246,5.7503266,3333,0.084,Low,192.67332,22,139,2293.73,United Kingdom
365,18223,-8.174926,-9.647304,2116,0.029,Low,286.44141,7,497,9877.29,United Kingdom
366,18225,3.4601622,0.48098633,2464,0.0317,Low,257.168152,5,411,8112.56,United Kingdom
367,18226,-1.405963,2.4769506,2285,0.0317,Low,271.75776,6,385,8572.8,United Kingdom
368,18229,-5.041372,-6.151772,1462,0.0586,Low,369.42319,7,94,6304.15,United Kingdom
369,18230,22.791952,20.098866,2666,0.0979,Low,241.559439,15,100,2467.41,United Kingdom
370,18231,22.405964,15.530938,432,0.1094,Low,720.160508,0,373,6582.82,United Kingdom
371,18241,-11.112428,-5.3852377,2361,0.213,Low,264.99969,26,79,1244.13,United Kingdom
372,18242,22.439808,-4.340342,3139,0.1,Low,206.68,4,88,2066.8,United Kingdom
373,18245,17.111311,-11.180445,3804,0.0326,Low,158.160856,20,374,4851.56,United Kingdom
374,18251,-20.813732,10.707328,7,0.4663,Low,10241.87848,253,92,21964.14,United Kingdom
375,18257,-11.837996,-8.968337,3314,0.0675,Low,194.88735,9,199,2887.22,United Kingdom
376,18259,28.466162,-4.2443795,413,0.3136,Low,738.81024,174,57,2355.9,United Kingdom
377,18260,21.563166,2.388142,1411,0.0419,Low,376.380158,8,395,8982.82,United Kingdom
378,18272,3.3594325,-6.4477468,3123,0.0925,Low,208.059325,21,121,2249.29,United Kingdom
379,18283,-12.48264,-5.2412415,4157,0.1115,Low,128.02653,9,456,1148.22,United Kingdom
380,18287,-0.7567227,13.141829,2268,0.0882,Low,273.939498,10,115,3105.89,United Kingdom
381,12347,-13.743673,-15.77671,1238,0.1295,Low,407.504125,55,155,3146.75,Iceland
382,12349,19.57397,-2.3952682,173,0.5441,Low,1195.382259,216,105,2196.99,Italy
383,12356,-21.70098,13.23435,1306,0.074,Low,393.88942,53,137,5322.83,Portugal
384,12357,13.408741,-0.8456193,35,0.3102,Low,3483.542898,197,164,11229.99,Switzerland
385,12358,13.17034,23.96774,221,0.414,Low,1028.09034,184,56,2483.31,Austria
386,12359,20.730827,-3.4455392,1913,0.0633,Low,305.104101,48,219,4819.97,Cyprus
387,12360,-28.214746,-5.201539,3296,0.0876,Low,195.734316,9,129,2234.41,Austria
388,12362,-25.884995,-7.0671134,3137,0.2405,Low,206.74342,34,55,859.64,Belgium
389,12370,2.1307602,11.715127,979,0.1534,Low,468.235092,82,168,3052.38,Cyprus
390,12371,13.652184,-0.8166118,614,0.3331,Low,606.048802,217,101,1819.42,Switzerland
391,12374,-25.807522,-13.408575,253,0.4695,Low,960.733155,230,49,2046.29,Austria
392,12377,-29.030901,-4.0043592,279,0.2782,Low,908.690224,123,150,3266.32,Switzerland
393,12378,-29.33735,-7.3054996,223,0.728,Medium,1024.8056,370,82,1407.7,Switzerland
394,12380,-23.979977,-10.717745,133,0.3204,Low,1496.088576,189,167,4669.44,Belgium
395,12388,10.903863,-17.11291,1576,0.1919,Low,349.50747,83,78,1821.3,Australia
396,12391,-11.75195,9.892806,97,0.7908,Medium,1792.174224,272,184,2266.28,Cyprus
397,12393,-23.191181,-10.298011,2067,0.1565,Low,290.346625,54,87,1855.25,Australia
398,12395,-27.52281,-6.4093227,2552,0.0772,Low,250.171232,20,169,3240.56,Belgium
399,12406,-30.89383,-5.7065063,1594,0.1242,Low,346.699332,196,62,2791.46,Denmark
400,12408,-24.703936,-8.11171,1747,0.1623,Low,325.465059,53,95,2005.33,Belgium
401,12409,-30.078083,-9.444594,14,0.5854,Low,6982.264836,229,156,11927.34,Switzerland
402,12412,-24.890911,-1.240578,3705,0.1323,Low,164.294109,210,66,1241.83,Denmark
403,12415,-10.772764,-15.36066,90,0.0271,Low,1874.684234,11,486,69176.54,Australia
404,12417,-10.104899,16.115427,1904,0.078,Low,307.01892,33,241,3936.14,Spain
405,12422,-17.910252,-13.348382,340,0.2596,Low,824.993224,133,136,3177.94,Switzerland
406,12424,7.2125225,-9.313998,387,0.5007,Low,765.480174,231,65,1528.82,Australia
407,12428,-1.2642633,-8.584328,1725,0.065,Low,328.3137,51,233,5050.98,Finland
408,12429,-10.215761,-17.305178,4274,0.0232,Low,117.405688,36,115,5060.59,Denmark
409,12431,-29.453241,-10.154719,3003,0.0304,Low,217.41016,1,301,7151.65,Belgium
410,12433,10.828046,-0.5081646,69,0.2013,Low,2212.792263,174,433,10992.51,Norway
411,12435,-23.16172,-7.342119,809,0.0517,Low,520.879051,76,95,10075.03,Denmark
412,12437,-30.223785,-4.1273246,2880,0.0271,Low,225.567663,7,431,8323.53,France
413,12449,-23.696463,-7.3299174,4608,0.1219,Low,82.72134,247,9,678.6,Denmark
414,12451,-27.751272,-8.097861,1961,0.0335,Low,298.703085,26,353,8916.51,Switzerland
415,12454,30.024368,6.7429333,164,0.3028,Low,1241.165088,204,40,4098.96,Spain
416,12455,5.2085013,16.726246,1106,0.094,Low,440.10236,105,171,4681.94,Cyprus
417,12456,-2.9489744,-19.019266,2641,0.3116,Low,243.100972,63,40,780.17,Switzerland
418,12468,-28.554705,-6.217258,617,0.2217,Low,604.15467,124,131,2725.1,Germany
419,12469,18.444923,-18.931467,65,0.7354,Medium,2244.948226,330,75,3052.69,Thailand
420,12471,-11.799119,-15.6442795,495,0.0288,Low,679.842432,12,952,23605.64,Germany
421,12472,-28.32988,-6.842742,595,0.0497,Low,615.699504,62,814,12388.32,Germany
422,12473,-32.830208,-6.376188,3557,0.2927,Low,175.675613,0,34,600.19,Germany
423,12474,-27.957064,-5.981753,3476,0.0271,Low,181.634769,8,461,6702.39,Germany
424,12476,-3.2831266,-12.430588,1833,0.0384,Low,314.597376,12,380,8192.64,Germany
425,12477,5.774064,14.128804,400,0.065,Low,754.7605,47,374,11611.7,Germany
426,12480,-29.94904,-8.354262,1026,0.1382,Low,457.267868,75,163,3308.74,Germany
427,12481,-28.380455,-11.233596,2707,0.0271,Low,238.568346,13,296,8803.26,Germany
428,12482,-26.662655,2.8218696,3,0.8149,High,17880.30763,384,202,21941.72,Sweden
429,12483,-25.90519,-9.698072,887,0.1739,Low,496.634054,13,83,2855.86,Sweden
430,12484,-14.348794,5.4557986,2495,0.105,Low,255.02925,86,224,2428.85,Spain
431,12490,-26.811073,-8.366575,3582,0.0349,Low,173.433107,23,265,4969.43,France
432,12497,-17.574081,8.074595,78,0.4112,Low,2073.84608,208,42,5043.4,Germany
433,12500,5.517356,14.62595,1109,0.1684,Low,438.890816,75,98,2606.24,Germany
434,12502,20.31674,-4.745041,2337,0.1838,Low,267.47495,26,72,1455.25,Spain
435,12510,-31.372845,-1.1686707,783,0.1928,Low,533.572072,133,137,2767.49,Spain
436,12511,15.580464,16.224617,66,0.7317,Medium,2243.223909,223,194,3065.77,Greece
437,12523,21.122341,0.9515898,1522,0.1323,Low,360.315081,61,178,2723.47,France
438,12524,-26.362476,-9.119393,1839,0.0379,Low,314.078058,12,189,8287.02,Germany
439,12530,-24.91313,-11.632404,1550,0.1395,Low,354.920085,42,111,2544.23,Germany
440,12539,-9.273227,14.406397,747,0.0539,Low,546.335251,70,460,10136.09,Spain
441,12540,-4.925667,-17.402754,1738,0.0259,Low,327.051732,0,454,12627.48,Spain
442,12553,-26.85553,-6.193891,3520,0.0784,Low,178.037776,12,142,2270.89,France
443,12557,-24.40281,-15.121429,180,0.1001,Low,1159.13798,64,39,11579.8,Spain
444,12562,-24.41865,-8.66858,2585,0.1731,Low,247.903434,6,57,1432.14,France
445,12567,-26.94611,-7.2918196,3097,0.0288,Low,210.21696,9,365,7299.2,France
446,12569,8.506157,20.029755,3115,0.2559,Low,208.973058,27,39,816.62,Germany
447,12578,-25.901976,5.283699,213,0.3556,Low,1054.92296,125,134,2966.6,Italy
448,12583,-28.802856,-5.2615767,2129,0.0303,Low,285.060885,9,297,9407.95,France
449,12589,-31.234694,-12.528208,325,0.3965,Low,848.56551,222,166,2140.14,France
450,12590,-29.621881,-11.981451,972,0.0504,Low,470.401344,19,69,9333.36,Germany
451,12594,-26.248022,-10.996664,1261,0.1224,Low,402.607872,0,147,3289.28,Italy
452,12597,10.474292,-2.8568442,4054,0.3183,Low,137.553345,76,29,432.15,Spain
453,12598,-27.325338,-5.445332,2346,0.1108,Low,266.732164,29,122,2407.33,France
454,12600,2.7476807,10.240898,1492,0.1121,Low,365.784542,12,86,3263.02,Germany
455,12609,-32.13084,-8.990319,610,0.2632,Low,607.713008,126,124,2308.94,Germany
456,12613,-28.27186,-8.838324,2059,0.0666,Low,290.966076,6,247,4368.86,Germany
457,12615,-21.122467,-6.951072,144,0.4475,Low,1384.426275,222,171,3093.69,France
458,12619,-21.099,15.253133,2526,0.3431,Low,252.45298,42,21,735.8,Germany
459,12621,-24.572104,-6.0796146,1072,0.0271,Low,449.270846,8,513,16578.26,Germany
460,12623,-24.400135,-10.57004,1077,0.1352,Low,448.301568,84,167,3315.84,Germany
461,12625,-28.74714,-7.203199,70,0.4775,Low,2209.57395,20,183,4627.38,Germany
462,12626,-26.393745,-6.287699,1017,0.4651,Low,458.844405,120,65,986.55,Germany
463,12631,-28.689743,-9.746412,158,0.4654,Low,1290.447158,239,153,2772.77,Finland
464,12633,-28.359425,-8.744565,4032,0.0297,Low,139.048866,5,276,4681.78,Germany
465,12635,-30.527353,-8.265829,821,0.4629,Low,516.239967,200,76,1115.23,Germany
466,12637,-26.712442,-7.802098,1491,0.0807,Low,365.854257,47,393,4533.51,France
467,12643,-24.804653,10.30779,685,0.1094,Low,574.697892,28,36,5253.18,France
468,12645,-25.69677,-8.831707,2265,0.1187,Low,274.033194,27,119,2308.62,Germany
469,12647,-29.43448,-16.010775,1332,0.0288,Low,389.434464,8,494,13522.03,Germany
470,12653,-29.874002,-10.452633,789,0.1946,Low,531.273568,105,59,2730.08,Israel
471,12656,-26.133568,-7.6812077,2458,0.0745,Low,257.316295,12,150,3453.91,France
472,12662,-26.441849,-10.552011,1637,0.0844,Low,339.945476,47,244,4027.79,Germany
473,12664,4.4962564,17.078207,496,0.3071,Low,679.225354,40,13,2211.74,Finland
474,12668,-32.363125,-13.317161,922,0.0535,Low,487.114825,57,492,9104.95,Germany
475,12670,-27.546238,-4.0772367,2702,0.1467,Low,238.920021,8,54,1628.63,France
476,12671,20.879515,3.4077265,79,0.7887,Medium,2068.349976,414,44,2622.48,Germany
477,12678,-29.90063,-5.6314254,230,0.0504,Low,996.191784,61,263,19765.71,France
478,12681,-27.455856,-7.264455,512,0.0297,Low,668.10447,6,1188,22495.1,France
479,12682,-27.550743,-7.4489775,1041,0.0297,Low,454.317336,0,719,15296.88,France
480,12683,-29.661537,-6.3348126,2590,0.0324,Low,247.643892,20,356,7643.33,France
481,12700,-25.241272,-7.684168,2587,0.2517,Low,247.781031,23,61,984.43,France
482,12705,-29.335638,-9.052419,2869,0.0303,Low,226.359483,9,428,7470.61,Germany
483,12708,-31.02845,-9.5229845,3469,0.0536,Low,182.168176,9,234,3398.66,Germany
484,12709,-16.002794,-4.8996134,430,0.0308,Low,721.840504,22,394,23436.38,Germany
485,12712,-2.3463545,16.821884,2181,0.0647,Low,279.375247,8,223,4318.01,Germany
486,12714,-28.129448,-8.136384,2269,0.0271,Low,273.703767,15,524,10099.77,France
487,12720,-15.181987,-7.1607637,2691,0.059,Low,239.44678,0,320,4058.42,Germany
488,12721,-26.37837,-4.7608886,2018,0.1398,Low,294.260826,54,153,2104.87,France
489,12726,-30.635672,-4.0408053,2863,0.0986,Low,226.856908,22,97,2300.78,France
490,12727,-30.825068,-3.4289858,1107,0.1399,Low,439.85959,78,146,3144.1,France
491,12731,-12.551035,-17.830513,939,0.0323,Low,480.975747,20,244,14890.89,France
492,12739,-11.996429,-16.131916,345,0.5643,Low,815.802867,202,49,1445.69,United Arab Emirates
493,12744,8.360813,-2.3153954,773,0.0692,Low,537.564976,57,219,7768.28,Singapore
494,12747,18.146675,13.406535,1881,0.045,Low,308.9376,7,208,6865.28,United Kingdom
495,12748,0.37407777,12.907189,336,0.0299,Low,828.961055,0,3991,27724.45,United Kingdom
496,12749,21.568302,-2.7494693,2097,0.0887,Low,287.599993,8,221,3242.39,United Kingdom
497,12753,-28.730436,-13.856734,196,0.0891,Low,1100.915145,36,144,12355.95,Japan
498,12754,-7.7228165,18.309647,177,0.3875,Low,1166.66175,44,63,3010.74,Japan
499,12755,-14.848941,6.76558,72,0.3398,Low,2182.84122,58,116,6423.9,Japan
500,12757,-15.115389,-9.869643,3977,0.2389,Low,144.016087,19,76,602.83,Portugal
501,12758,-18.965591,-10.820989,729,0.065,Low,553.709,84,275,8518.6,Portugal
502,12759,-30.07606,-6.3934937,1577,0.1014,Low,349.47003,84,222,3446.45,Netherlands
503,12766,-13.673207,-7.4969993,1858,0.0504,Low,311.311224,48,328,6176.81,Portugal
504,12770,-22.603558,-10.351578,1102,0.1478,Low,441.47121,19,35,2986.95,Japan
505,12779,14.724007,10.267319,3473,0.0331,Low,181.986448,6,242,5498.08,Poland
506,12782,-8.974717,3.2392046,1694,0.1118,Low,333.373066,61,192,2981.87,Portugal
507,12798,-25.198538,-1.1431448,406,0.4864,Low,746.084096,229,25,1533.89,Japan
508,12806,-22.811281,-14.132818,82,0.7866,Medium,2000.842956,380,63,2543.66,Netherlands
509,12820,-6.346929,-7.9763875,1341,0.2171,Low,388.372361,134,111,1788.91,United Kingdom
510,12823,33.53647,3.767175,224,0.1784,Low,1023.3916,63,16,5736.5,United Kingdom
511,12826,-22.944347,-13.33365,790,0.2449,Low,530.987282,124,125,2168.18,United Kingdom
512,12835,6.0976996,19.1015,28,0.6817,Medium,4102.927339,226,630,6018.67,United Kingdom
513,12836,6.437048,-0.94990164,1972,0.0551,Low,297.796766,27,339,5404.66,United Kingdom
514,12838,-15.167939,0.7296169,301,0.2855,Low,880.393495,181,363,3083.69,United Kingdom
515,12839,-18.527245,-6.6675143,3345,0.0334,Low,191.60912,6,351,5736.8,United Kingdom
516,12840,-18.620457,-13.766468,2572,0.0874,Low,248.860138,22,141,2847.37,United Kingdom
517,12841,11.957857,-8.792201,3260,0.0366,Low,197.884854,30,489,5406.69,United Kingdom
518,12843,2.649858,-1.031007,3030,0.0424,Low,215.464928,22,164,5081.72,United Kingdom
519,12849,27.499971,16.188278,1227,0.1519,Low,409.990252,76,128,2699.08,United Kingdom
520,12853,0.5761095,-3.2628946,2041,0.1081,Low,292.88614,23,119,2709.4,United Kingdom
521,12854,27.850132,14.511212,2247,0.1234,Low,275.304166,49,230,2230.99,United Kingdom
522,12857,22.172665,6.6904874,1731,0.0894,Low,327.91026,19,121,3667.9,United Kingdom
523,12863,9.763358,18.892857,2207,0.1278,Low,278.38674,7,42,2178.3,United Kingdom
524,12865,-1.1297338,-9.843222,1131,0.2508,Low,435.158064,168,101,1735.08,Austria
525,12867,-18.226906,3.2717097,3595,0.0307,Low,172.099902,22,793,5605.86,United Kingdom
526,12872,7.8320727,4.289472,566,0.1981,Low,633.749634,135,417,3199.14,United Kingdom
527,12876,-27.275675,-8.796271,2776,0.0993,Low,233.5536,4,117,2352.0,Belgium
528,12877,-14.731452,-4.535524,3307,0.0929,Low,195.223776,9,158,2101.44,United Kingdom
529,12901,-22.065414,-2.611357,1045,0.0599,Low,453.64666,5,50,7573.4,United Kingdom
530,12909,2.1603377,-2.3022115,2604,0.1023,Low,246.206433,5,139,2406.71,United Kingdom
531,12910,-24.766806,2.1978734,1381,0.0997,Low,380.303656,6,93,3814.48,United Kingdom
532,12913,11.022675,3.911683,420,0.1437,Low,730.516194,91,61,5083.62,United Kingdom
533,12916,27.216564,10.4333105,1827,0.0915,Low,315.423375,10,155,3447.25,United Kingdom
534,12917,4.556738,20.02188,104,0.4588,Low,1713.8474,208,51,3735.5,United Kingdom
535,12921,-9.881671,-7.529174,411,0.0315,Low,742.08015,6,1154,23558.1,United Kingdom
536,12924,23.139217,8.015326,2931,0.1039,Low,222.010403,6,60,2136.77,United Kingdom
537,12928,-17.878609,-15.08727,1352,0.1286,Low,386.382558,50,132,3004.53,United Kingdom
538,12931,-19.587505,2.1116772,118,0.0376,Low,1576.299536,12,188,41922.86,United Kingdom
539,12935,-10.6309,-4.1028066,2611,0.0851,Low,245.729654,6,184,2887.54,United Kingdom
540,12937,-3.1201108,3.8859925,2489,0.1539,Low,255.246228,5,119,1658.52,United Kingdom
541,12939,-25.530048,-15.591782,49,0.1361,Low,2846.030652,81,65,20911.32,United Kingdom
542,12949,19.426226,6.203945,1356,0.029,Low,385.70522,14,620,13300.18,United Kingdom
543,12951,3.6632578,-13.135107,3263,0.0737,Low,197.720886,12,172,2682.78,United Kingdom
544,12955,3.4692822,-15.307984,3694,0.2368,Low,165.149056,12,34,697.42,United Kingdom
545,12957,8.731138,1.3562859,3696,0.029,Low,164.89255,13,337,5685.95,United Kingdom
546,12963,-0.21289535,-10.979801,731,0.2713,Low,552.790028,174,115,2037.56,United Kingdom
547,12967,-25.800407,-15.954061,96,0.4262,Low,1822.844614,110,81,4276.97,United Kingdom
548,12971,12.232792,-8.183085,2420,0.0299,Low,260.03731,4,251,8696.9,United Kingdom
549,12976,-27.921185,0.22484507,2408,0.0827,Low,261.032626,20,154,3156.38,United Kingdom
550,12978,1.0357896,10.479407,394,0.3068,Low,760.363916,193,163,2478.37,United Kingdom
551,12980,21.326372,-9.052664,826,0.0406,Low,514.120236,18,45,12663.06,United Kingdom
552,12982,3.1799347,-9.635707,1847,0.1234,Low,313.296558,48,213,2538.87,United Kingdom
553,12989,5.368302,-23.378952,832,0.055,Low,512.26615,8,60,9313.93,United Kingdom
554,13001,2.424322,8.816432,457,0.0337,Low,701.466511,26,935,20815.03,United Kingdom
555,13004,0.5821233,5.3324676,3078,0.0273,Low,211.458429,9,611,7745.73,United Kingdom
556,13012,21.061405,17.747757,3281,0.1002,Low,196.76274,21,102,1963.7,United Kingdom
557,13013,12.08086,-0.7089821,1823,0.031,Low,315.80072,20,442,10187.12,United Kingdom
558,13014,11.170146,15.923088,2383,0.084,Low,262.96452,21,157,3130.53,United Kingdom
559,13015,7.536762,-16.4935,3147,0.0424,Low,206.266672,5,270,4864.78,United Kingdom
560,13018,-0.61241955,-11.981466,3316,0.0317,Low,194.608519,4,383,6139.07,United Kingdom
561,13021,4.1105947,1.881729,2632,0.0831,Low,244.309845,23,173,2939.95,United Kingdom
562,13027,-20.622849,13.992156,330,0.0591,Low,837.28152,42,76,14167.2,United Kingdom
563,13031,2.1626742,7.085588,102,0.5255,Low,1730.350635,215,429,3292.77,United Kingdom
564,13032,8.581922,13.185294,807,0.2879,Low,521.479028,200,143,1811.32,United Kingdom
565,13037,8.068136,10.693704,1692,0.0947,Low,333.44817,27,225,3521.1,United Kingdom
566,13044,7.5754557,15.886226,994,0.1001,Low,463.60314,99,416,4631.4,United Kingdom
567,13047,18.299938,-4.139048,1502,0.0551,Low,363.54429,27,328,6597.9,United Kingdom
568,13048,-6.918024,2.0530756,1581,0.1126,Low,348.516142,46,210,3095.17,United Kingdom
569,13050,12.5198145,4.006772,2175,0.0317,Low,279.792125,5,780,8826.25,United Kingdom
570,13052,23.779106,14.208457,2891,0.0772,Low,224.731516,20,247,2911.03,United Kingdom
571,13069,-0.39588127,7.0598135,3042,0.0301,Low,214.77554,7,974,7135.4,United Kingdom
572,13077,13.796038,16.62409,2176,0.0968,Low,279.591312,98,305,2888.34,United Kingdom
573,13078,20.617395,-7.9359465,383,0.0386,Low,771.307516,7,636,19982.06,United Kingdom
574,13081,-14.394582,4.875679,156,0.0305,Low,1306.386065,12,1945,42832.33,United Kingdom
575,13082,-9.246128,-18.874146,1049,0.0806,Low,452.606882,43,110,5615.47,United Kingdom
576,13089,8.367185,-0.5107297,58,0.0299,Low,2407.032225,6,2464,80502.75,United Kingdom
577,13090,2.372889,-18.844252,407,0.0931,Low,743.818726,47,172,7989.46,United Kingdom
578,13093,-5.4424853,-11.1311245,2,0.5288,Low,27774.61188,75,1091,52523.85,United Kingdom
579,13097,16.35881,-14.313466,1015,0.0464,Low,459.031488,41,794,9892.92,United Kingdom
580,13098,-11.774963,-11.382081,2566,0.0363,Low,249.211116,7,188,6865.32,United Kingdom
581,13102,-11.501381,-20.589804,2556,0.029,Low,249.63751,7,383,8608.19,United Kingdom
582,13107,-12.008736,-17.89955,181,0.2766,Low,1146.462744,137,152,4144.84,United Kingdom
583,13110,15.0037565,2.1263187,1798,0.1665,Low,318.48786,65,181,1912.84,United Kingdom
